-5.0 -29.999999999999996
-4.9 -29.4
-4.800000000000001 -28.799999999999997
-4.7 -28.199999999999996
-4.6000000000000005 -27.6
-4.5 -26.999999999999996
-4.4 -26.4
-4.3 -25.799999999999994
-4.2 -25.2
-4.1000000000000005 -24.599999999999998
-4.0 -23.999999999999996
-3.9000000000000004 -23.399999999999995
-3.8000000000000003 -22.799999999999997
-3.7 -22.2
-3.6 -21.599999999999998
-3.5 -20.999999999999996
-3.4000000000000004 -20.4
-3.3000000000000003 -19.799999999999997
-3.2 -19.199999999999996
-3.1 -18.599999999999998
-3.0 -17.999999999999996
-2.9000000000000004 -17.4
-2.8000000000000003 -16.799999999999997
-2.7 -16.2
-2.6 -15.599999999999998
-2.5 -14.999999999999998
-2.4000000000000004 -14.399999999999999
-2.3000000000000003 -13.8
-2.2 -13.2
-2.1 -12.6
-2.0 -11.999999999999998
-1.9000000000000001 -11.399999999999999
-1.8 -10.799999999999999
-1.7000000000000002 -10.2
-1.6 -9.599999999999998
-1.5 -8.999999999999998
-1.4000000000000001 -8.399999999999999
-1.3 -7.799999999999999
-1.2000000000000002 -7.199999999999999
-1.1 -6.6
-1.0 -5.999999999999999
-0.9 -5.3999999999999995
-0.8 -4.799999999999999
-0.7000000000000001 -4.199999999999999
-0.6000000000000001 -3.5999999999999996
-0.5 -2.9999999999999996
-0.4 -2.3999999999999995
-0.30000000000000004 -1.7999999999999998
-0.2 -1.1999999999999997
-0.1 -0.5999999999999999
0.0 0.0
0.1 0.0
0.2 0.0
0.30000000000000004 0.0
0.4 0.0
0.5 0.0
0.6000000000000001 0.0
0.7000000000000001 0.0
0.8 0.0
0.9 0.0
1.0 0.0
1.1 0.0
1.2000000000000002 0.0
1.3 0.0
1.4000000000000001 0.0
1.5 0.0
1.6 0.0
1.7000000000000002 0.0
1.8 0.0
1.9000000000000001 0.0
2.0 0.0
2.1 0.0
2.2 0.0
2.3000000000000003 0.0
2.4000000000000004 0.0
2.5 0.0
2.6 0.0
2.7 0.0
2.8000000000000003 0.0
2.9000000000000004 0.0
3.0 0.0
3.1 0.0
3.2 0.0
3.3000000000000003 0.0
3.4000000000000004 0.0
3.5 0.0
3.6 0.0
3.7 0.0
3.8000000000000003 0.0
3.9000000000000004 0.0
4.0 0.0
4.1000000000000005 0.0
4.2 0.0
4.3 0.0
4.4 0.0
4.5 0.0
4.6000000000000005 0.0
4.7 0.0
4.800000000000001 0.0
4.9 0.0
5.0 0.0
